cam,date,missing
CVWF,2018-07-07,0.0
MTSR,2018-07-07,0.0
N,2018-07-07,1.0
P,2018-07-07,0.0
R,2018-07-07,0.0
RIMM,2018-07-07,0.0
T,2018-07-07,0.0
TOPI,2018-07-07,0.0
TOTM,2018-07-07,0.0
WHWI,2018-07-07,0.0
WINR,2018-07-07,2.0
WIWR,2018-07-07,0.0
CVTP,2018-07-08,0.0
CVWF,2018-07-08,0.0
MTSR,2018-07-08,0.0
N,2018-07-08,2.0
P,2018-07-08,0.0
R,2018-07-08,0.0
RIMM,2018-07-08,0.0
T,2018-07-08,0.0
TOPI,2018-07-08,0.0
TOTM,2018-07-08,1.0
WHWI,2018-07-08,0.0
WINR,2018-07-08,1.0
WIWR,2018-07-08,3.0
CVTP,2018-07-09,0.0
CVWF,2018-07-09,0.0
MTSR,2018-07-09,0.0
N,2018-07-09,6.0
P,2018-07-09,0.0
R,2018-07-09,1.0
RIMM,2018-07-09,1.0
T,2018-07-09,0.0
TOPI,2018-07-09,0.0
TOTM,2018-07-09,1.0
WHWI,2018-07-09,0.0
WINR,2018-07-09,3.0
WIWR,2018-07-09,0.0
CVTP,2018-07-10,2.0
CVWF,2018-07-10,0.0
MTSR,2018-07-10,0.0
N,2018-07-10,5.0
P,2018-07-10,0.0
R,2018-07-10,0.0
RIMM,2018-07-10,3.0
T,2018-07-10,0.0
TOPI,2018-07-10,0.0
TOTM,2018-07-10,1.0
WHWI,2018-07-10,0.0
WINR,2018-07-10,1.0
WIWR,2018-07-10,0.0
CVTP,2018-07-11,0.0
CVWF,2018-07-11,0.0
MTSR,2018-07-11,0.0
N,2018-07-11,9.0
P,2018-07-11,0.0
R,2018-07-11,0.0
RIMM,2018-07-11,0.0
T,2018-07-11,0.0
TOPI,2018-07-11,0.0
TOTM,2018-07-11,1.0
WHWI,2018-07-11,0.0
WINR,2018-07-11,4.0
WIWR,2018-07-11,1.0
CVTP,2018-07-12,16.0
CVWF,2018-07-12,1.0
MTSR,2018-07-12,0.0
N,2018-07-12,7.0
P,2018-07-12,0.0
R,2018-07-12,0.0
RIMM,2018-07-12,1.0
T,2018-07-12,0.0
TOPI,2018-07-12,13.0
TOTM,2018-07-12,0.0
WHWI,2018-07-12,0.0
WINR,2018-07-12,3.0
WIWR,2018-07-12,0.0
CVTP,2018-07-13,10.0
CVWF,2018-07-13,0.0
MTSR,2018-07-13,0.0
N,2018-07-13,4.0
P,2018-07-13,0.0
R,2018-07-13,2.0
RIMM,2018-07-13,15.0
T,2018-07-13,0.0
TOPI,2018-07-13,11.0
TOTM,2018-07-13,2.0
WHWI,2018-07-13,0.0
WINR,2018-07-13,2.0
WIWR,2018-07-13,0.0
CVTP,2018-07-14,2.0
CVWF,2018-07-14,0.0
MTSR,2018-07-14,0.0
N,2018-07-14,1.0
P,2018-07-14,0.0
R,2018-07-14,2.0
RIMM,2018-07-14,18.0
T,2018-07-14,0.0
TOPI,2018-07-14,1.0
TOTM,2018-07-14,2.0
WHWI,2018-07-14,0.0
WINR,2018-07-14,3.0
WIWR,2018-07-14,0.0
CVTP,2018-07-15,7.0
CVWF,2018-07-15,0.0
MTSR,2018-07-15,0.0
N,2018-07-15,6.0
P,2018-07-15,0.0
R,2018-07-15,0.0
RIMM,2018-07-15,46.0
T,2018-07-15,0.0
TOPI,2018-07-15,5.0
TOTM,2018-07-15,0.0
WHWI,2018-07-15,0.0
WINR,2018-07-15,3.0
WIWR,2018-07-15,0.0
CVTP,2018-07-16,4.0
CVWF,2018-07-16,0.0
MTSR,2018-07-16,0.0
N,2018-07-16,8.0
P,2018-07-16,0.0
R,2018-07-16,0.0
RIMM,2018-07-16,2.0
T,2018-07-16,0.0
TOPI,2018-07-16,4.0
TOTM,2018-07-16,0.0
WHWI,2018-07-16,0.0
WINR,2018-07-16,1.0
WIWR,2018-07-16,0.0
CVTP,2018-07-17,4.0
CVWF,2018-07-17,1.0
MTSR,2018-07-17,0.0
N,2018-07-17,8.0
P,2018-07-17,0.0
R,2018-07-17,0.0
RIMM,2018-07-17,0.0
T,2018-07-17,0.0
TOPI,2018-07-17,4.0
TOTM,2018-07-17,0.0
WHWI,2018-07-17,0.0
WINR,2018-07-17,2.0
WIWR,2018-07-17,0.0
CVTP,2018-07-18,2.0
CVWF,2018-07-18,0.0
MTSR,2018-07-18,0.0
N,2018-07-18,11.0
P,2018-07-18,0.0
R,2018-07-18,1.0
RIMM,2018-07-18,4.0
T,2018-07-18,0.0
TOPI,2018-07-18,2.0
TOTM,2018-07-18,0.0
WHWI,2018-07-18,0.0
WINR,2018-07-18,4.0
WIWR,2018-07-18,3.0
CVTP,2018-07-19,7.0
CVWF,2018-07-19,0.0
MTSR,2018-07-19,0.0
N,2018-07-19,6.0
P,2018-07-19,0.0
R,2018-07-19,2.0
RIMM,2018-07-19,14.0
T,2018-07-19,0.0
TOPI,2018-07-19,7.0
TOTM,2018-07-19,2.0
WHWI,2018-07-19,0.0
WINR,2018-07-19,1.0
WIWR,2018-07-19,0.0
CVTP,2018-07-20,9.0
CVWF,2018-07-20,0.0
MTSR,2018-07-20,0.0
N,2018-07-20,13.0
P,2018-07-20,0.0
R,2018-07-20,0.0
RIMM,2018-07-20,0.0
T,2018-07-20,0.0
TOPI,2018-07-20,9.0
TOTM,2018-07-20,0.0
WHWI,2018-07-20,0.0
WINR,2018-07-20,0.0
WIWR,2018-07-20,0.0
CVTP,2018-07-21,3.0
CVWF,2018-07-21,1.0
MTSR,2018-07-21,0.0
N,2018-07-21,2.0
P,2018-07-21,0.0
R,2018-07-21,2.0
RIMM,2018-07-21,43.0
T,2018-07-21,0.0
TOPI,2018-07-21,2.0
TOTM,2018-07-21,3.0
WHWI,2018-07-21,0.0
WINR,2018-07-21,3.0
WIWR,2018-07-21,0.0
CVTP,2018-07-22,3.0
CVWF,2018-07-22,2.0
MTSR,2018-07-22,0.0
N,2018-07-22,1.0
P,2018-07-22,0.0
R,2018-07-22,0.0
RIMM,2018-07-22,1.0
T,2018-07-22,0.0
TOPI,2018-07-22,6.0
TOTM,2018-07-22,0.0
WHWI,2018-07-22,0.0
WINR,2018-07-22,1.0
WIWR,2018-07-22,0.0
CVTP,2018-07-23,5.0
CVWF,2018-07-23,0.0
MTSR,2018-07-23,0.0
N,2018-07-23,1.0
P,2018-07-23,0.0
R,2018-07-23,0.0
RIMM,2018-07-23,26.0
T,2018-07-23,0.0
TOPI,2018-07-23,8.0
TOTM,2018-07-23,0.0
WHWI,2018-07-23,0.0
WINR,2018-07-23,3.0
WIWR,2018-07-23,0.0
CVTP,2018-07-24,4.0
CVWF,2018-07-24,0.0
MTSR,2018-07-24,0.0
N,2018-07-24,11.0
P,2018-07-24,0.0
R,2018-07-24,1.0
RIMM,2018-07-24,2.0
T,2018-07-24,0.0
TOPI,2018-07-24,5.0
TOTM,2018-07-24,1.0
WHWI,2018-07-24,0.0
WINR,2018-07-24,3.0
WIWR,2018-07-24,0.0
CVTP,2018-07-25,2.0
CVWF,2018-07-25,1.0
MTSR,2018-07-25,0.0
N,2018-07-25,5.0
P,2018-07-25,0.0
R,2018-07-25,0.0
RIMM,2018-07-25,3.0
T,2018-07-25,0.0
TOPI,2018-07-25,3.0
TOTM,2018-07-25,0.0
WHWI,2018-07-25,0.0
WINR,2018-07-25,1.0
WIWR,2018-07-25,0.0
CVTP,2018-07-26,7.0
CVWF,2018-07-26,0.0
MTSR,2018-07-26,0.0
N,2018-07-26,7.0
P,2018-07-26,0.0
R,2018-07-26,0.0
RIMM,2018-07-26,0.0
T,2018-07-26,0.0
TOPI,2018-07-26,7.0
TOTM,2018-07-26,0.0
WHWI,2018-07-26,0.0
WINR,2018-07-26,2.0
WIWR,2018-07-26,0.0
CVTP,2018-07-27,4.0
CVWF,2018-07-27,1.0
MTSR,2018-07-27,0.0
N,2018-07-27,1.0
P,2018-07-27,0.0
R,2018-07-27,0.0
RIMM,2018-07-27,0.0
T,2018-07-27,0.0
TOPI,2018-07-27,14.0
TOTM,2018-07-27,0.0
WHWI,2018-07-27,0.0
WINR,2018-07-27,3.0
WIWR,2018-07-27,0.0
CVTP,2018-07-28,6.0
CVWF,2018-07-28,1.0
MTSR,2018-07-28,0.0
N,2018-07-28,1.0
P,2018-07-28,0.0
R,2018-07-28,0.0
RIMM,2018-07-28,1.0
T,2018-07-28,0.0
TOPI,2018-07-28,6.0
TOTM,2018-07-28,0.0
WHWI,2018-07-28,0.0
WINR,2018-07-28,0.0
WIWR,2018-07-28,0.0
CVTP,2018-07-29,30.0
CVWF,2018-07-29,2.0
MTSR,2018-07-29,0.0
N,2018-07-29,9.0
P,2018-07-29,0.0
R,2018-07-29,0.0
RIMM,2018-07-29,0.0
T,2018-07-29,0.0
TOPI,2018-07-29,33.0
TOTM,2018-07-29,0.0
WHWI,2018-07-29,0.0
WINR,2018-07-29,0.0
WIWR,2018-07-29,0.0
CVTP,2018-07-30,6.0
CVWF,2018-07-30,1.0
MTSR,2018-07-30,0.0
N,2018-07-30,2.0
P,2018-07-30,0.0
R,2018-07-30,0.0
RIMM,2018-07-30,0.0
T,2018-07-30,0.0
TOPI,2018-07-30,7.0
TOTM,2018-07-30,0.0
WHWI,2018-07-30,0.0
WINR,2018-07-30,0.0
WIWR,2018-07-30,0.0
CVTP,2018-07-31,6.0
CVWF,2018-07-31,1.0
MTSR,2018-07-31,0.0
N,2018-07-31,4.0
P,2018-07-31,0.0
R,2018-07-31,0.0
RIMM,2018-07-31,39.0
T,2018-07-31,0.0
TOPI,2018-07-31,6.0
TOTM,2018-07-31,0.0
WHWI,2018-07-31,0.0
WINR,2018-07-31,1.0
WIWR,2018-07-31,3.0
CVTP,2018-08-01,11.0
CVWF,2018-08-01,3.0
MTSR,2018-08-01,1.0
N,2018-08-01,8.0
P,2018-08-01,1.0
R,2018-08-01,0.0
RIMM,2018-08-01,1.0
T,2018-08-01,0.0
TOPI,2018-08-01,11.0
TOTM,2018-08-01,0.0
WHWI,2018-08-01,0.0
WINR,2018-08-01,4.0
WIWR,2018-08-01,2.0
CVTP,2018-08-02,4.0
CVWF,2018-08-02,2.0
MTSR,2018-08-02,0.0
N,2018-08-02,6.0
P,2018-08-02,0.0
R,2018-08-02,0.0
RIMM,2018-08-02,0.0
T,2018-08-02,0.0
TOPI,2018-08-02,6.0
TOTM,2018-08-02,0.0
WHWI,2018-08-02,0.0
WINR,2018-08-02,2.0
WIWR,2018-08-02,0.0
CVTP,2018-08-03,6.0
CVWF,2018-08-03,3.0
MTSR,2018-08-03,0.0
N,2018-08-03,1.0
P,2018-08-03,0.0
R,2018-08-03,1.0
RIMM,2018-08-03,33.0
T,2018-08-03,0.0
TOPI,2018-08-03,5.0
TOTM,2018-08-03,0.0
WHWI,2018-08-03,0.0
WINR,2018-08-03,2.0
WIWR,2018-08-03,1.0
CVTP,2018-08-04,5.0
CVWF,2018-08-04,1.0
MTSR,2018-08-04,0.0
N,2018-08-04,17.0
P,2018-08-04,0.0
R,2018-08-04,1.0
RIMM,2018-08-04,56.0
T,2018-08-04,0.0
TOPI,2018-08-04,6.0
TOTM,2018-08-04,0.0
WHWI,2018-08-04,0.0
WINR,2018-08-04,1.0
WIWR,2018-08-04,1.0
CVTP,2018-08-05,1.0
CVWF,2018-08-05,1.0
MTSR,2018-08-05,0.0
N,2018-08-05,2.0
P,2018-08-05,0.0
R,2018-08-05,0.0
RIMM,2018-08-05,89.0
T,2018-08-05,0.0
TOPI,2018-08-05,1.0
TOTM,2018-08-05,1.0
WHWI,2018-08-05,0.0
WINR,2018-08-05,48.0
WIWR,2018-08-05,0.0
CVTP,2018-08-06,9.0
CVWF,2018-08-06,5.0
MTSR,2018-08-06,3.0
N,2018-08-06,11.0
P,2018-08-06,4.0
R,2018-08-06,0.0
RIMM,2018-08-06,3.0
T,2018-08-06,0.0
TOPI,2018-08-06,7.0
TOTM,2018-08-06,1.0
WHWI,2018-08-06,0.0
WINR,2018-08-06,6.0
WIWR,2018-08-06,3.0
CVTP,2018-08-07,4.0
CVWF,2018-08-07,1.0
MTSR,2018-08-07,0.0
N,2018-08-07,0.0
P,2018-08-07,0.0
R,2018-08-07,1.0
RIMM,2018-08-07,28.0
T,2018-08-07,0.0
TOPI,2018-08-07,3.0
TOTM,2018-08-07,0.0
WHWI,2018-08-07,0.0
WINR,2018-08-07,1.0
WIWR,2018-08-07,0.0
CVTP,2018-08-08,4.0
CVWF,2018-08-08,2.0
MTSR,2018-08-08,0.0
N,2018-08-08,2.0
P,2018-08-08,0.0
R,2018-08-08,0.0
RIMM,2018-08-08,2.0
T,2018-08-08,0.0
TOPI,2018-08-08,4.0
TOTM,2018-08-08,0.0
WHWI,2018-08-08,0.0
WINR,2018-08-08,42.0
WIWR,2018-08-08,0.0
CVTP,2018-08-09,4.0
CVWF,2018-08-09,1.0
MTSR,2018-08-09,0.0
N,2018-08-09,9.0
P,2018-08-09,0.0
R,2018-08-09,2.0
RIMM,2018-08-09,15.0
T,2018-08-09,0.0
TOPI,2018-08-09,6.0
TOTM,2018-08-09,0.0
WHWI,2018-08-09,0.0
WINR,2018-08-09,1.0
WIWR,2018-08-09,0.0
CVTP,2018-08-10,7.0
CVWF,2018-08-10,2.0
MTSR,2018-08-10,0.0
N,2018-08-10,2.0
P,2018-08-10,0.0
R,2018-08-10,1.0
RIMM,2018-08-10,5.0
T,2018-08-10,0.0
TOPI,2018-08-10,4.0
TOTM,2018-08-10,0.0
WHWI,2018-08-10,0.0
WINR,2018-08-10,0.0
WIWR,2018-08-10,0.0
CVTP,2018-08-11,5.0
CVWF,2018-08-11,1.0
MTSR,2018-08-11,0.0
N,2018-08-11,16.0
P,2018-08-11,0.0
R,2018-08-11,1.0
RIMM,2018-08-11,23.0
T,2018-08-11,0.0
TOPI,2018-08-11,3.0
TOTM,2018-08-11,2.0
WHWI,2018-08-11,0.0
WINR,2018-08-11,4.0
WIWR,2018-08-11,0.0
CVTP,2018-08-12,7.0
CVWF,2018-08-12,2.0
MTSR,2018-08-12,2.0
N,2018-08-12,7.0
P,2018-08-12,1.0
R,2018-08-12,2.0
RIMM,2018-08-12,28.0
T,2018-08-12,1.0
TOPI,2018-08-12,6.0
TOTM,2018-08-12,3.0
WHWI,2018-08-12,1.0
WINR,2018-08-12,4.0
WIWR,2018-08-12,1.0
CVTP,2018-08-13,5.0
CVWF,2018-08-13,1.0
MTSR,2018-08-13,0.0
N,2018-08-13,2.0
P,2018-08-13,0.0
R,2018-08-13,0.0
RIMM,2018-08-13,7.0
T,2018-08-13,0.0
TOPI,2018-08-13,4.0
TOTM,2018-08-13,1.0
WHWI,2018-08-13,0.0
WINR,2018-08-13,5.0
WIWR,2018-08-13,0.0
CVTP,2018-08-14,13.0
CVWF,2018-08-14,2.0
MTSR,2018-08-14,0.0
N,2018-08-14,7.0
P,2018-08-14,0.0
R,2018-08-14,0.0
RIMM,2018-08-14,5.0
T,2018-08-14,0.0
TOPI,2018-08-14,6.0
TOTM,2018-08-14,0.0
WHWI,2018-08-14,0.0
WINR,2018-08-14,4.0
WIWR,2018-08-14,0.0
CVTP,2018-08-15,7.0
CVWF,2018-08-15,1.0
MTSR,2018-08-15,0.0
N,2018-08-15,6.0
P,2018-08-15,1.0
R,2018-08-15,0.0
RIMM,2018-08-15,7.0
T,2018-08-15,0.0
TOPI,2018-08-15,4.0
TOTM,2018-08-15,0.0
WHWI,2018-08-15,0.0
WINR,2018-08-15,0.0
WIWR,2018-08-15,0.0
CVTP,2018-08-16,4.0
CVWF,2018-08-16,1.0
MTSR,2018-08-16,0.0
N,2018-08-16,4.0
P,2018-08-16,0.0
R,2018-08-16,0.0
RIMM,2018-08-16,8.0
T,2018-08-16,0.0
TOPI,2018-08-16,4.0
TOTM,2018-08-16,1.0
WHWI,2018-08-16,0.0
WINR,2018-08-16,3.0
WIWR,2018-08-16,0.0
CVTP,2018-08-17,5.0
CVWF,2018-08-17,1.0
MTSR,2018-08-17,0.0
N,2018-08-17,4.0
P,2018-08-17,0.0
R,2018-08-17,0.0
RIMM,2018-08-17,3.0
T,2018-08-17,0.0
TOPI,2018-08-17,5.0
TOTM,2018-08-17,1.0
WHWI,2018-08-17,0.0
WINR,2018-08-17,1.0
WIWR,2018-08-17,3.0
CVTP,2018-08-18,4.0
CVWF,2018-08-18,1.0
MTSR,2018-08-18,0.0
N,2018-08-18,7.0
P,2018-08-18,0.0
R,2018-08-18,0.0
RIMM,2018-08-18,13.0
T,2018-08-18,0.0
TOPI,2018-08-18,5.0
TOTM,2018-08-18,0.0
WHWI,2018-08-18,0.0
WINR,2018-08-18,2.0
WIWR,2018-08-18,0.0
CVTP,2018-08-19,5.0
CVWF,2018-08-19,0.0
MTSR,2018-08-19,0.0
N,2018-08-19,1.0
P,2018-08-19,0.0
R,2018-08-19,0.0
RIMM,2018-08-19,3.0
T,2018-08-19,0.0
TOPI,2018-08-19,4.0
TOTM,2018-08-19,0.0
WHWI,2018-08-19,0.0
WINR,2018-08-19,1.0
WIWR,2018-08-19,1.0
CVTP,2018-08-20,5.0
CVWF,2018-08-20,0.0
MTSR,2018-08-20,0.0
N,2018-08-20,3.0
P,2018-08-20,0.0
R,2018-08-20,0.0
RIMM,2018-08-20,0.0
T,2018-08-20,0.0
TOPI,2018-08-20,6.0
TOTM,2018-08-20,0.0
WHWI,2018-08-20,0.0
WINR,2018-08-20,2.0
WIWR,2018-08-20,0.0
CVTP,2018-08-21,15.0
CVWF,2018-08-21,0.0
MTSR,2018-08-21,0.0
N,2018-08-21,2.0
P,2018-08-21,0.0
R,2018-08-21,0.0
RIMM,2018-08-21,10.0
T,2018-08-21,0.0
TOPI,2018-08-21,16.0
TOTM,2018-08-21,2.0
WHWI,2018-08-21,0.0
WINR,2018-08-21,0.0
WIWR,2018-08-21,2.0
CVTP,2018-08-22,6.0
CVWF,2018-08-22,0.0
MTSR,2018-08-22,0.0
N,2018-08-22,3.0
P,2018-08-22,0.0
R,2018-08-22,0.0
RIMM,2018-08-22,1.0
T,2018-08-22,0.0
TOPI,2018-08-22,3.0
TOTM,2018-08-22,0.0
WHWI,2018-08-22,0.0
WINR,2018-08-22,3.0
WIWR,2018-08-22,1.0
CVTP,2018-08-23,6.0
CVWF,2018-08-23,0.0
MTSR,2018-08-23,0.0
N,2018-08-23,0.0
P,2018-08-23,0.0
R,2018-08-23,0.0
RIMM,2018-08-23,6.0
T,2018-08-23,0.0
TOPI,2018-08-23,6.0
TOTM,2018-08-23,0.0
WHWI,2018-08-23,0.0
WINR,2018-08-23,2.0
WIWR,2018-08-23,0.0
CVTP,2018-08-24,0.0
CVWF,2018-08-24,1.0
MTSR,2018-08-24,0.0
N,2018-08-24,10.0
P,2018-08-24,0.0
R,2018-08-24,0.0
RIMM,2018-08-24,1.0
T,2018-08-24,0.0
TOPI,2018-08-24,1.0
TOTM,2018-08-24,0.0
WHWI,2018-08-24,0.0
WINR,2018-08-24,2.0
WIWR,2018-08-24,0.0
CVTP,2018-08-25,0.0
CVWF,2018-08-25,0.0
MTSR,2018-08-25,0.0
N,2018-08-25,15.0
P,2018-08-25,0.0
R,2018-08-25,0.0
RIMM,2018-08-25,1.0
T,2018-08-25,0.0
TOPI,2018-08-25,0.0
TOTM,2018-08-25,0.0
WHWI,2018-08-25,0.0
WINR,2018-08-25,2.0
WIWR,2018-08-25,0.0
CVTP,2018-08-26,0.0
CVWF,2018-08-26,1.0
MTSR,2018-08-26,0.0
N,2018-08-26,4.0
P,2018-08-26,0.0
R,2018-08-26,0.0
RIMM,2018-08-26,37.0
T,2018-08-26,0.0
TOPI,2018-08-26,1.0
TOTM,2018-08-26,0.0
WHWI,2018-08-26,0.0
WINR,2018-08-26,2.0
WIWR,2018-08-26,0.0
CVTP,2018-08-27,0.0
CVWF,2018-08-27,0.0
MTSR,2018-08-27,0.0
N,2018-08-27,18.0
P,2018-08-27,0.0
R,2018-08-27,0.0
RIMM,2018-08-27,5.0
T,2018-08-27,0.0
TOPI,2018-08-27,1.0
TOTM,2018-08-27,0.0
WHWI,2018-08-27,0.0
WINR,2018-08-27,4.0
WIWR,2018-08-27,0.0
CVTP,2018-08-28,0.0
CVWF,2018-08-28,0.0
MTSR,2018-08-28,0.0
N,2018-08-28,6.0
P,2018-08-28,0.0
R,2018-08-28,0.0
RIMM,2018-08-28,0.0
T,2018-08-28,0.0
TOPI,2018-08-28,1.0
TOTM,2018-08-28,0.0
WHWI,2018-08-28,0.0
WINR,2018-08-28,3.0
WIWR,2018-08-28,0.0
CVTP,2018-08-29,0.0
CVWF,2018-08-29,0.0
MTSR,2018-08-29,0.0
N,2018-08-29,2.0
P,2018-08-29,0.0
R,2018-08-29,0.0
RIMM,2018-08-29,55.0
T,2018-08-29,0.0
TOPI,2018-08-29,1.0
TOTM,2018-08-29,0.0
WHWI,2018-08-29,0.0
WINR,2018-08-29,3.0
WIWR,2018-08-29,14.0
CVTP,2018-08-30,0.0
CVWF,2018-08-30,0.0
MTSR,2018-08-30,0.0
N,2018-08-30,14.0
P,2018-08-30,0.0
R,2018-08-30,0.0
RIMM,2018-08-30,109.0
T,2018-08-30,0.0
TOPI,2018-08-30,1.0
TOTM,2018-08-30,0.0
WHWI,2018-08-30,0.0
WINR,2018-08-30,3.0
WIWR,2018-08-30,7.0
CVTP,2018-08-31,0.0
CVWF,2018-08-31,0.0
MTSR,2018-08-31,0.0
N,2018-08-31,4.0
P,2018-08-31,0.0
R,2018-08-31,0.0
RIMM,2018-08-31,143.0
T,2018-08-31,0.0
TOPI,2018-08-31,1.0
TOTM,2018-08-31,0.0
WHWI,2018-08-31,0.0
WINR,2018-08-31,2.0
WIWR,2018-08-31,0.0
CVTP,2018-09-01,0.0
CVWF,2018-09-01,0.0
MTSR,2018-09-01,0.0
N,2018-09-01,1.0
P,2018-09-01,0.0
R,2018-09-01,0.0
T,2018-09-01,0.0
TOPI,2018-09-01,1.0
TOTM,2018-09-01,0.0
WHWI,2018-09-01,0.0
WINR,2018-09-01,2.0
WIWR,2018-09-01,0.0
CVTP,2018-09-02,0.0
CVWF,2018-09-02,0.0
MTSR,2018-09-02,0.0
N,2018-09-02,9.0
P,2018-09-02,0.0
R,2018-09-02,0.0
T,2018-09-02,0.0
TOPI,2018-09-02,1.0
TOTM,2018-09-02,0.0
WHWI,2018-09-02,0.0
WINR,2018-09-02,4.0
WIWR,2018-09-02,1.0
CVTP,2018-09-03,0.0
CVWF,2018-09-03,0.0
MTSR,2018-09-03,0.0
N,2018-09-03,3.0
P,2018-09-03,0.0
R,2018-09-03,0.0
RIMM,2018-09-03,45.0
T,2018-09-03,0.0
TOPI,2018-09-03,1.0
TOTM,2018-09-03,0.0
WHWI,2018-09-03,0.0
WINR,2018-09-03,3.0
WIWR,2018-09-03,1.0
CVTP,2018-09-04,0.0
CVWF,2018-09-04,0.0
MTSR,2018-09-04,0.0
N,2018-09-04,7.0
P,2018-09-04,0.0
R,2018-09-04,0.0
RIMM,2018-09-04,3.0
T,2018-09-04,0.0
TOPI,2018-09-04,1.0
TOTM,2018-09-04,0.0
WHWI,2018-09-04,0.0
WINR,2018-09-04,2.0
WIWR,2018-09-04,0.0
CVTP,2018-09-05,0.0
CVWF,2018-09-05,0.0
MTSR,2018-09-05,0.0
N,2018-09-05,2.0
P,2018-09-05,0.0
R,2018-09-05,1.0
RIMM,2018-09-05,44.0
T,2018-09-05,1.0
TOPI,2018-09-05,2.0
TOTM,2018-09-05,1.0
WHWI,2018-09-05,1.0
WINR,2018-09-05,1.0
WIWR,2018-09-05,0.0
CVTP,2018-09-06,0.0
CVWF,2018-09-06,0.0
MTSR,2018-09-06,0.0
N,2018-09-06,2.0
P,2018-09-06,0.0
R,2018-09-06,0.0
T,2018-09-06,0.0
TOPI,2018-09-06,1.0
TOTM,2018-09-06,0.0
WHWI,2018-09-06,0.0
WINR,2018-09-06,2.0
WIWR,2018-09-06,0.0
CVTP,2018-09-07,0.0
CVWF,2018-09-07,0.0
